26/10/2023,3+1,4.0
26/10/2023,6*3,18.0
26/10/2023,(3*3)-2,7.0
26/10/2023,6,6.0
26/10/2023,6* 8,48.0
27/10/2023,(9*5)-(8*5),5.0
27/10/2023,3e2,9.0
27/10/2023,6*2,12.0
27/10/2023,~9,-10.0
27/10/2023,4&5,4.0
27/10/2023,9|3,11.0
27/10/2023,9^2,81.0
27/10/2023,9%3,0.0
27/10/2023,3&~3,0.0
27/10/2023,3 + 6,9.0
